target	text	textid
Peter	For we have not followed cunningly devised fables, when we made known unto you the power and coming of our Lord Jesus Christ, but were eyewitnesses of his majesty.	1085
Peter	For we have not followed cunningly devised fables, when we made known unto you the power and coming of our Lord Jesus Christ, but were eyewitnesses of his majesty.	1086
Peter	For we have not followed cunningly devised fables, when we made known unto you the power and coming of our Lord Jesus Christ, but were eyewitnesses of his majesty.	1087
Peter	For he received from God the Father honour and glory, when there came such a voice to him from the excellent glory, This is my beloved Son, in whom I am well pleased.	1088
Peter	For he received from God the Father honour and glory, when there came such a voice to him from the excellent glory, This is my beloved Son, in whom I am well pleased.	1089
Peter	For he received from God the Father honour and glory, when there came such a voice to him from the excellent glory, This is my beloved Son, in whom I am well pleased.	1090
Peter	For he received from God the Father honour and glory, when there came such a voice to him from the excellent glory, This is my beloved Son, in whom I am well pleased.	1091
Peter	For he received from God the Father honour and glory, when there came such a voice to him from the excellent glory, This is my beloved Son, in whom I am well pleased.	1092
Peter	For he received from God the Father honour and glory, when there came such a voice to him from the excellent glory, This is my beloved Son, in whom I am well pleased.	1093
Peter	For he received from God the Father honour and glory, when there came such a voice to him from the excellent glory, This is my beloved Son, in whom I am well pleased.	1094
Peter	And this voice which came from heaven we heard, when we were with him in the holy mount.	1095
Peter	And this voice which came from heaven we heard, when we were with him in the holy mount.	1096
Peter	And this voice which came from heaven we heard, when we were with him in the holy mount.	1097
Peter	And this voice which came from heaven we heard, when we were with him in the holy mount.	1098
Peter	And this voice which came from heaven we heard, when we were with him in the holy mount.	1099
Peter	And this voice which came from heaven we heard, when we were with him in the holy mount.	1100
Peter	And this voice which came from heaven we heard, when we were with him in the holy mount.	1101
Peter	We have also a more sure word of prophecy; whereunto ye do well that ye take heed, as unto a light that shineth in a dark place, until the day dawn, and the day star arise in your hearts:	1102
Peter	We have also a more sure word of prophecy; whereunto ye do well that ye take heed, as unto a light that shineth in a dark place, until the day dawn, and the day star arise in your hearts:	1103
Peter	We have also a more sure word of prophecy; whereunto ye do well that ye take heed, as unto a light that shineth in a dark place, until the day dawn, and the day star arise in your hearts:	1104
Peter	We have also a more sure word of prophecy; whereunto ye do well that ye take heed, as unto a light that shineth in a dark place, until the day dawn, and the day star arise in your hearts:	1105
Peter	We have also a more sure word of prophecy; whereunto ye do well that ye take heed, as unto a light that shineth in a dark place, until the day dawn, and the day star arise in your hearts:	1106
Peter	We have also a more sure word of prophecy; whereunto ye do well that ye take heed, as unto a light that shineth in a dark place, until the day dawn, and the day star arise in your hearts:	1107
Peter	We have also a more sure word of prophecy; whereunto ye do well that ye take heed, as unto a light that shineth in a dark place, until the day dawn, and the day star arise in your hearts:	1108
Peter	Knowing this first, that no prophecy of the scripture is of any private interpretation.	1109
Peter	Knowing this first, that no prophecy of the scripture is of any private interpretation.	1110
Peter	Knowing this first, that no prophecy of the scripture is of any private interpretation.	1111
Peter	Knowing this first, that no prophecy of the scripture is of any private interpretation.	1112
Peter	Knowing this first, that no prophecy of the scripture is of any private interpretation.	1113
Peter	Knowing this first, that no prophecy of the scripture is of any private interpretation.	1114
Peter	Knowing this first, that no prophecy of the scripture is of any private interpretation.	1115
Peter	For the prophecy came not in old time by the will of man: but holy men of God spake [as they were] moved by the Holy Ghost.	1116
Peter	For the prophecy came not in old time by the will of man: but holy men of God spake [as they were] moved by the Holy Ghost.	1117
Peter	For the prophecy came not in old time by the will of man: but holy men of God spake [as they were] moved by the Holy Ghost.	1118
Peter	For the prophecy came not in old time by the will of man: but holy men of God spake [as they were] moved by the Holy Ghost.	1119
Peter	For the prophecy came not in old time by the will of man: but holy men of God spake [as they were] moved by the Holy Ghost.	1120
Peter	For the prophecy came not in old time by the will of man: but holy men of God spake [as they were] moved by the Holy Ghost.	1121
Peter	For the prophecy came not in old time by the will of man: but holy men of God spake [as they were] moved by the Holy Ghost.	1122
Peter	But there were false prophets also among the people, even as there shall be false teachers among you, who privily shall bring in damnable heresies, even denying the Lord that bought them, and bring upon themselves swift destruction.	1123
